employee_id,age,department,job_level,education_field,tenure_years,monthly_income,overtime,job_satisfaction,worklife_balance,distance_from_home_km,years_since_last_promotion,trainings_last_year,attrition
EMP-0913,33,Marketing,Senior,Business,0.5,8465.84,Yes,4,2,4,0,3,No
EMP-0914,36,Engineering,Junior,Technical,7.3,2839.18,Yes,2,3,1,2,4,Yes
EMP-0915,26,Marketing,Lead,Business,1.3,9418.61,Yes,4,4,4,1,1,No
EMP-0916,28,Engineering,Senior,Marketing,3.6,8257.77,No,1,1,8,0,5,No
EMP-0917,31,Customer Support,Mid,Marketing,1.7,4646.69,Yes,4,1,1,1,1,Yes
EMP-0918,40,Marketing,Senior,Marketing,2.1,7730.9,No,1,4,32,0,2,No
EMP-0919,21,Sales,Junior,Marketing,0.0,3484.32,No,4,2,17,0,1,No
EMP-0920,41,Marketing,Senior,Marketing,7.9,7598.83,No,3,3,7,5,2,No
EMP-0921,23,Marketing,Senior,Marketing,0.0,7166.09,No,4,3,1,0,1,No
EMP-0922,23,Sales,Junior,Other,2.0,2816.58,No,4,3,3,2,0,No
EMP-0923,26,Engineering,Mid,Marketing,1.5,4678.46,No,2,2,2,0,2,Yes
EMP-0924,32,Marketing,Mid,Technical,9.0,4375.6,No,4,4,4,2,3,No
EMP-0925,32,Engineering,Junior,Marketing,2.1,3424.18,No,1,3,8,1,3,Yes
EMP-0926,27,Sales,Junior,Business,5.1,3358.66,No,2,3,3,1,1,No
EMP-0927,23,Customer Support,Junior,Marketing,2.0,3538.42,Yes,3,2,5,0,3,Yes
EMP-0928,33,Marketing,Mid,Other,0.1,4668.93,Yes,3,3,4,0,3,No
EMP-0929,50,HR,Lead,Other,4.7,8250.01,Yes,4,3,10,2,1,No
EMP-0930,29,Engineering,Junior,Marketing,6.1,2841.69,Yes,4,2,4,0,0,Yes
EMP-0931,26,Customer Support,Senior,Marketing,5.0,8160.41,No,3,4,9,0,1,No
EMP-0932,30,Sales,Junior,Business,0.3,2776.81,No,2,4,8,0,3,No
EMP-0933,44,Engineering,Junior,Marketing,1.5,3724.74,No,1,2,16,0,3,No
EMP-0934,24,Finance,Mid,Technical,1.1,4830.52,No,4,3,7,1,2,No
EMP-0935,24,Sales,Junior,Technical,2.5,3626.28,No,4,3,23,0,0,No
EMP-0936,21,Customer Support,Junior,Marketing,0.0,3532.98,No,3,3,2,0,0,No
EMP-0937,40,HR,Junior,Marketing,2.7,3790.75,No,3,4,1,1,3,No
EMP-0938,40,Customer Support,Senior,Marketing,3.9,7527.14,No,4,4,10,0,3,No
EMP-0939,21,Marketing,Junior,Marketing,0.0,3047.67,Yes,1,4,2,0,1,No
EMP-0940,30,Finance,Junior,Other,4.6,3237.7,No,3,3,2,2,2,No
EMP-0941,25,Engineering,Mid,Marketing,0.1,4145.01,No,1,3,3,0,4,No
EMP-0942,32,Sales,Senior,Business,1.3,8004.53,No,3,3,14,1,0,No
EMP-0943,48,Sales,Mid,Other,0.5,4374.07,Yes,2,4,9,0,4,No
EMP-0944,31,Marketing,Mid,Other,5.1,4805.17,Yes,2,2,10,0,3,Yes
EMP-0945,34,Marketing,Junior,Marketing,4.6,3370.39,No,1,2,13,1,1,No
EMP-0946,35,Customer Support,Lead,Business,3.6,8122.57,Yes,3,3,2,2,3,No
EMP-0947,46,Engineering,Senior,Marketing,5.5,6440.29,No,2,1,6,1,1,Yes
EMP-0948,35,Sales,Junior,Technical,1.3,3333.39,No,4,3,4,1,3,Yes
EMP-0949,44,Sales,Senior,Business,2.1,6149.78,No,1,2,1,0,1,No
EMP-0950,31,Engineering,Mid,Marketing,7.6,5492.64,No,2,1,17,0,4,No
EMP-0951,43,Customer Support,Mid,Technical,3.1,4255.79,Yes,3,3,10,2,6,No
EMP-0952,29,Customer Support,Mid,Marketing,4.5,5606.33,No,1,4,1,0,1,No
EMP-0953,39,Sales,Mid,Other,13.3,4224.8,Yes,4,3,2,3,1,Yes
EMP-0954,42,Finance,Senior,Marketing,5.1,6249.61,No,3,3,11,0,1,No
EMP-0955,28,Customer Support,Mid,Other,0.3,4559.96,Yes,3,4,5,0,3,No
EMP-0956,31,Customer Support,Mid,Marketing,4.3,4553.46,Yes,2,2,2,4,2,No
EMP-0957,27,Sales,Junior,Other,1.0,3171.09,No,3,1,2,1,1,No
EMP-0958,25,Sales,Senior,Marketing,1.5,7522.92,No,3,3,1,1,2,No
EMP-0959,29,Sales,Mid,Other,1.9,4922.47,No,1,3,11,1,1,Yes
EMP-0960,34,Finance,Junior,Business,0.7,2878.27,No,4,3,1,0,3,No
EMP-0961,21,Customer Support,Junior,Technical,0.0,3722.68,No,1,2,2,0,1,Yes
EMP-0962,31,Customer Support,Junior,Marketing,0.6,3427.4,Yes,4,4,1,0,4,No
EMP-0963,50,HR,Senior,Technical,3.2,8440.41,No,3,2,15,0,1,No
EMP-0964,21,Customer Support,Mid,Technical,0.0,5033.04,No,1,1,2,0,0,Yes
EMP-0965,28,Engineering,Senior,Technical,1.0,8298.25,Yes,4,2,19,0,2,No
EMP-0966,43,Customer Support,Junior,Other,3.9,3569.81,Yes,3,3,1,0,3,No
EMP-0967,31,Engineering,Junior,Business,4.4,2935.75,No,1,2,1,0,2,No
EMP-0968,25,Sales,Senior,Business,0.2,7191.78,No,4,4,26,0,1,No
EMP-0969,43,Finance,Senior,Marketing,2.8,8633.16,No,3,3,1,1,5,No
EMP-0970,28,Sales,Mid,Other,5.1,4319.59,No,2,3,6,2,3,No
EMP-0971,43,Marketing,Mid,Technical,1.4,4910.91,No,3,3,8,1,1,No
EMP-0972,43,Sales,Junior,Other,0.9,3450.28,Yes,2,4,10,0,5,No
EMP-0973,23,Sales,Mid,Marketing,2.0,4627.58,Yes,1,2,27,1,3,No
EMP-0974,23,Finance,Mid,Marketing,1.3,5063.31,No,4,1,1,0,1,No
EMP-0975,37,Marketing,Mid,Technical,0.6,4790.87,No,1,3,2,0,4,No
EMP-0976,37,Customer Support,Lead,Marketing,4.2,11099.44,No,4,2,25,0,0,No
EMP-0977,21,Marketing,Junior,Marketing,0.0,3790.53,No,4,3,3,0,2,No
EMP-0978,34,Engineering,Junior,Other,0.4,3327.49,No,4,1,8,0,0,No
EMP-0979,31,Marketing,Junior,Marketing,0.2,3143.51,No,4,3,4,0,1,No
EMP-0980,42,HR,Mid,Other,3.4,5611.66,Yes,4,4,2,1,3,No
EMP-0981,30,Sales,Junior,Technical,2.9,3829.03,No,4,1,5,0,1,No
EMP-0982,39,Finance,Senior,Business,1.5,7480.6,No,1,4,18,1,2,No
EMP-0983,34,Finance,Senior,Technical,3.7,6226.97,No,3,3,7,3,2,No
EMP-0984,32,Engineering,Junior,Marketing,3.7,3044.05,Yes,4,3,4,0,1,No
EMP-0985,43,HR,Senior,Technical,2.7,6276.38,No,4,3,18,0,6,No
EMP-0986,42,Marketing,Junior,Marketing,2.8,2855.1,No,2,4,11,2,1,No
EMP-0987,44,Sales,Senior,Business,2.3,6972.18,No,2,3,7,2,1,No
EMP-0988,37,Finance,Mid,Other,4.9,5748.0,No,2,3,12,1,3,No
EMP-0989,39,Sales,Junior,Other,0.0,3035.77,Yes,4,3,2,0,0,No
EMP-0990,48,Marketing,Lead,Business,0.4,9382.07,No,2,1,9,0,3,Yes
EMP-0991,42,Customer Support,Junior,Business,2.0,3205.1,Yes,3,3,12,1,3,No
EMP-0992,34,Sales,Mid,Technical,3.3,5574.16,No,1,4,6,0,3,No
EMP-0993,21,Customer Support,Mid,Business,0.0,5397.4,No,3,3,7,0,1,No
EMP-0994,38,Sales,Senior,Business,0.5,7724.07,No,2,2,8,0,1,No
EMP-0995,22,Marketing,Junior,Other,0.3,3139.89,No,1,4,3,0,2,No
EMP-0996,27,Marketing,Mid,Business,1.0,5723.39,No,3,2,20,1,4,No
EMP-0997,34,Sales,Mid,Technical,0.6,4629.29,No,2,3,2,0,1,No
EMP-0998,33,Customer Support,Mid,Business,6.0,5450.59,Yes,1,4,4,2,2,Yes
EMP-0999,32,Customer Support,Senior,Business,1.1,8142.48,Yes,3,4,10,0,0,No
EMP-1000,35,Engineering,Junior,Technical,3.0,2772.87,No,1,2,2,0,3,No
EMP-1001,39,HR,Junior,Technical,0.5,3090.91,Yes,4,2,16,0,3,No
EMP-1002,30,Sales,Junior,Business,6.6,3482.13,No,2,3,2,0,3,No
EMP-1003,27,Sales,Junior,Marketing,6.0,3636.31,Yes,4,4,6,1,2,No
EMP-1004,39,Engineering,Junior,Business,2.5,3066.23,Yes,2,3,7,0,3,No
EMP-1005,45,Customer Support,Mid,Marketing,1.5,5178.03,Yes,1,3,8,0,1,Yes
EMP-1006,23,HR,Lead,Marketing,0.9,9126.91,No,4,4,5,0,2,Yes
EMP-1007,36,Engineering,Junior,Other,0.4,2724.85,No,4,3,3,0,3,No
EMP-1008,22,Engineering,Junior,Other,1.0,3096.3,No,3,4,22,0,1,No
EMP-1009,37,Marketing,Senior,Business,0.6,8457.26,No,3,4,6,0,3,No
EMP-1010,48,Sales,Mid,Marketing,2.6,4525.79,No,3,3,1,0,1,No
EMP-1011,27,HR,Senior,Technical,5.2,8300.47,Yes,4,2,16,1,1,Yes
EMP-1012,25,Finance,Mid,Business,0.6,5281.99,No,3,4,4,0,2,No
EMP-1013,22,Finance,Senior,Business,0.4,8482.17,No,3,2,10,0,2,No
EMP-1014,41,Engineering,Mid,Other,1.2,4186.79,No,3,3,2,0,2,No
EMP-1015,36,Customer Support,Junior,Business,0.6,3695.26,Yes,3,3,3,0,1,Yes
EMP-1016,36,Customer Support,Mid,Other,4.7,4242.8,Yes,3,2,1,2,1,Yes
EMP-1017,24,Customer Support,Mid,Other,1.1,4432.27,Yes,3,3,40,1,3,Yes
EMP-1018,45,Sales,Mid,Other,4.1,4135.54,No,3,3,1,2,4,No
EMP-1019,35,Engineering,Junior,Marketing,9.8,2891.46,No,4,4,1,3,2,No
EMP-1020,30,Customer Support,Mid,Marketing,1.2,4394.39,Yes,3,4,3,0,3,No
EMP-1021,33,Sales,Senior,Technical,1.7,8560.63,No,2,3,1,1,0,No
EMP-1022,48,Marketing,Senior,Marketing,1.9,6621.19,No,3,4,8,1,2,No
EMP-1023,25,Marketing,Mid,Marketing,4.0,4665.41,No,2,3,1,0,1,No
EMP-1024,37,Customer Support,Mid,Technical,5.9,4585.86,Yes,4,3,2,1,3,No
EMP-1025,21,Marketing,Junior,Marketing,0.0,3395.35,No,3,3,18,0,3,No
EMP-1026,36,Customer Support,Mid,Marketing,5.2,5179.22,No,1,3,2,1,1,Yes
EMP-1027,29,Sales,Junior,Other,1.7,3425.11,No,2,2,14,1,2,Yes
EMP-1028,54,Sales,Lead,Business,2.4,9756.26,No,4,4,2,0,1,No
EMP-1029,34,Engineering,Mid,Other,10.4,4939.46,No,4,2,4,9,1,Yes
EMP-1030,24,Sales,Junior,Marketing,3.0,2745.09,No,1,3,25,3,3,No
EMP-1031,24,Engineering,Mid,Marketing,0.2,4274.08,No,2,4,2,0,4,No
EMP-1032,21,Engineering,Junior,Other,0.0,3678.65,No,3,4,12,0,2,Yes
EMP-1033,37,Engineering,Mid,Business,0.4,4592.46,No,1,3,3,0,3,No
EMP-1034,36,Engineering,Mid,Technical,3.3,4849.22,No,2,2,12,0,2,Yes
EMP-1035,38,Finance,Junior,Technical,1.0,3326.44,Yes,4,3,3,1,1,No
EMP-1036,33,Engineering,Mid,Technical,5.1,4160.98,No,1,2,2,3,6,No
EMP-1037,27,Customer Support,Mid,Other,4.1,5497.13,Yes,2,4,15,0,3,No
EMP-1038,33,Engineering,Mid,Business,0.4,4525.32,No,3,4,13,0,1,No
EMP-1039,24,Customer Support,Junior,Technical,0.4,2871.85,Yes,2,4,1,0,2,No
EMP-1040,39,Engineering,Mid,Marketing,0.2,4577.31,No,3,4,7,0,2,No
EMP-1041,25,Engineering,Junior,Other,1.3,3550.37,No,3,4,13,0,1,No
EMP-1042,38,Sales,Mid,Business,4.2,5674.39,No,1,3,7,0,2,No
EMP-1043,26,Sales,Mid,Marketing,1.4,4218.98,No,3,3,4,1,1,No
EMP-1044,26,Customer Support,Mid,Business,5.0,5024.69,Yes,4,2,21,4,1,Yes
EMP-1045,27,HR,Mid,Business,5.4,4828.19,Yes,1,1,1,4,0,No
EMP-1046,36,HR,Junior,Other,6.9,3531.38,Yes,3,3,7,4,2,No
EMP-1047,30,Engineering,Mid,Marketing,4.8,5425.2,No,3,3,1,0,1,No
EMP-1048,26,Engineering,Mid,Technical,4.9,4650.53,Yes,3,3,1,3,3,No
EMP-1049,32,Marketing,Junior,Marketing,4.5,3204.31,No,3,4,1,0,4,No
EMP-1050,34,Sales,Junior,Business,0.9,2994.18,No,3,2,11,0,4,No
EMP-1051,38,Sales,Mid,Other,5.3,5159.56,No,3,3,1,2,1,No
EMP-1052,34,Customer Support,Mid,Business,0.6,5356.39,No,3,1,8,0,1,Yes
EMP-1053,31,Sales,Mid,Other,2.6,4741.67,No,1,3,9,1,1,No
EMP-1054,39,HR,Mid,Other,4.1,4488.34,No,3,2,1,0,1,No
EMP-1055,42,Sales,Junior,Other,0.8,2972.96,Yes,3,2,40,0,3,No
EMP-1056,21,Customer Support,Mid,Business,0.0,4794.94,Yes,1,3,29,0,2,No
EMP-1057,28,HR,Senior,Other,1.2,8479.07,No,4,4,14,0,1,No
EMP-1058,42,Customer Support,Lead,Marketing,0.5,11054.04,Yes,1,4,7,0,1,No
EMP-1059,21,Customer Support,Senior,Other,0.0,8634.27,No,3,4,38,0,3,Yes
EMP-1060,30,Sales,Junior,Business,3.2,3505.63,No,4,3,10,2,3,No
EMP-1061,44,Customer Support,Junior,Other,6.1,3731.02,Yes,4,3,2,2,0,No
EMP-1062,30,Sales,Senior,Other,1.4,8370.89,Yes,4,3,12,1,2,No
EMP-1063,33,Sales,Mid,Marketing,1.8,4114.71,Yes,1,3,10,1,5,No
EMP-1064,39,Customer Support,Junior,Other,3.2,3153.58,Yes,3,4,11,0,1,No
EMP-1065,24,Finance,Junior,Other,3.0,2767.08,Yes,3,3,2,2,0,No
EMP-1066,31,Finance,Senior,Technical,7.4,8565.26,No,3,4,2,5,4,No
EMP-1067,31,Engineering,Junior,Business,2.1,2825.12,Yes,4,2,6,2,3,Yes
EMP-1068,29,Sales,Mid,Marketing,0.4,5109.04,Yes,3,1,10,0,2,Yes
EMP-1069,23,Sales,Mid,Marketing,2.0,4407.65,Yes,3,3,1,1,3,No
EMP-1070,23,Customer Support,Mid,Other,2.0,5252.1,No,4,4,13,0,0,Yes
EMP-1071,29,HR,Junior,Technical,6.5,3178.32,No,3,4,7,0,1,No
EMP-1072,37,Finance,Senior,Marketing,2.2,6957.62,No,4,3,1,0,6,No
EMP-1073,24,Engineering,Junior,Technical,3.0,3440.01,No,4,4,14,3,0,Yes
EMP-1074,28,Customer Support,Mid,Other,1.7,4630.17,Yes,4,3,21,1,3,No
EMP-1075,26,Customer Support,Senior,Technical,4.4,7568.1,Yes,3,3,4,2,2,No
EMP-1076,50,Engineering,Senior,Technical,1.5,7571.54,Yes,3,2,8,1,0,No
EMP-1077,32,Engineering,Senior,Business,1.8,6248.26,No,1,2,5,1,4,No
EMP-1078,26,HR,Junior,Business,2.0,3189.74,No,4,1,2,1,1,No
EMP-1079,40,Engineering,Mid,Marketing,3.3,4638.08,No,4,3,6,2,2,No
EMP-1080,38,Sales,Junior,Other,4.3,2962.39,No,2,3,7,1,3,Yes
EMP-1081,37,Engineering,Senior,Other,3.5,6447.91,No,4,2,6,3,1,Yes
EMP-1082,23,Engineering,Senior,Technical,1.0,6176.98,No,3,4,20,0,0,No
EMP-1083,35,Marketing,Junior,Other,2.2,3521.21,Yes,1,4,13,2,3,No
EMP-1084,21,Finance,Junior,Technical,0.0,3225.59,No,4,3,6,0,2,No
EMP-1085,27,Finance,Junior,Other,6.0,2872.48,Yes,2,4,6,1,2,Yes
EMP-1086,35,Sales,Lead,Technical,3.0,11221.09,No,3,4,1,0,2,No
EMP-1087,42,Customer Support,Mid,Marketing,1.8,4902.86,Yes,3,2,4,0,3,No
EMP-1088,39,Finance,Mid,Technical,3.9,4129.59,No,2,2,4,1,1,No
EMP-1089,38,Sales,Senior,Technical,5.6,8370.83,Yes,3,1,2,0,2,No
EMP-1090,21,Customer Support,Mid,Technical,0.0,5152.75,Yes,3,4,6,0,3,Yes
EMP-1091,24,Finance,Lead,Other,3.0,8463.48,Yes,3,2,20,0,1,No
EMP-1092,32,Sales,Senior,Other,2.1,7006.67,Yes,3,2,19,0,3,Yes
EMP-1093,29,HR,Junior,Business,0.8,3597.11,No,3,4,4,0,1,No
EMP-1094,37,Marketing,Junior,Technical,4.3,2830.84,Yes,3,3,8,0,2,Yes
EMP-1095,23,Finance,Junior,Technical,0.1,3562.75,No,1,3,6,0,1,Yes
EMP-1096,35,Marketing,Senior,Technical,3.3,7892.78,No,4,2,6,1,0,No
EMP-1097,37,Engineering,Junior,Technical,1.1,3075.32,No,1,4,1,1,6,No
EMP-1098,36,Sales,Senior,Technical,1.7,6710.15,No,1,4,10,1,2,No
EMP-1099,33,Engineering,Junior,Other,0.3,3498.78,No,1,4,12,0,1,No
EMP-1100,46,Sales,Junior,Business,2.1,2928.3,Yes,2,4,6,0,2,No
EMP-1101,35,Sales,Junior,Technical,6.6,3104.3,No,4,3,1,0,1,No
EMP-1102,28,Engineering,Mid,Business,7.0,4276.58,No,4,1,7,2,2,No
EMP-1103,37,Sales,Mid,Technical,7.2,4520.2,Yes,2,2,7,2,0,No
EMP-1104,36,Marketing,Lead,Business,5.0,11244.08,No,4,3,10,1,0,No
EMP-1105,37,Engineering,Junior,Other,3.0,3654.3,Yes,4,1,32,1,1,Yes
EMP-1106,26,Marketing,Senior,Technical,5.0,8113.47,Yes,3,2,1,0,2,Yes
EMP-1107,34,Customer Support,Senior,Business,1.1,6251.0,Yes,3,1,8,1,0,Yes
EMP-1108,25,Sales,Mid,Technical,0.3,4459.06,No,3,2,11,0,4,No
EMP-1109,26,Customer Support,Junior,Business,5.0,2917.49,Yes,3,4,1,5,1,No
EMP-1110,44,Marketing,Junior,Technical,7.9,2811.51,No,4,1,18,0,1,No
EMP-1111,45,Customer Support,Junior,Marketing,2.3,3621.43,Yes,1,2,6,0,2,Yes
EMP-1112,40,Engineering,Mid,Marketing,4.9,4993.21,No,3,3,17,2,2,No
EMP-1113,30,HR,Junior,Marketing,2.9,2907.59,No,1,1,13,0,0,No
EMP-1114,27,Finance,Senior,Other,6.0,7999.91,Yes,4,1,17,1,1,No
EMP-1115,32,Sales,Mid,Technical,5.7,4980.11,No,2,4,5,1,0,No
EMP-1116,31,Customer Support,Mid,Business,7.7,4204.67,Yes,2,2,3,1,1,Yes
EMP-1117,40,Sales,Mid,Other,0.3,5245.69,No,3,2,1,0,1,No
EMP-1118,37,Customer Support,Junior,Marketing,0.2,3053.03,Yes,1,4,1,0,1,No
EMP-1119,47,Sales,Senior,Technical,4.2,6516.61,No,3,3,3,0,4,No
EMP-1120,30,Engineering,Mid,Business,1.8,4164.58,No,2,3,1,1,3,No
EMP-1121,37,Engineering,Senior,Other,13.0,8150.35,No,4,3,2,0,2,No
EMP-1122,29,Engineering,Junior,Business,0.8,3421.87,No,4,4,3,0,2,No
EMP-1123,36,Marketing,Junior,Other,6.4,3336.96,No,1,2,1,3,2,Yes
EMP-1124,37,Engineering,Mid,Marketing,0.6,4205.06,No,2,2,26,0,3,Yes
EMP-1125,31,Engineering,Junior,Business,0.1,2873.56,Yes,3,2,6,0,3,No
EMP-1126,26,Customer Support,Mid,Technical,5.0,5112.91,No,3,1,1,0,1,Yes
EMP-1127,41,Engineering,Mid,Technical,7.4,4254.18,No,1,3,7,0,4,No
EMP-1128,41,Marketing,Senior,Technical,2.3,6817.04,Yes,2,3,4,1,3,Yes
EMP-1129,33,Marketing,Junior,Business,0.6,3274.89,No,4,3,4,0,3,No
EMP-1130,35,Customer Support,Senior,Technical,2.2,6729.7,Yes,3,3,1,0,2,No
EMP-1131,31,HR,Junior,Technical,10.0,3457.2,No,4,2,1,4,1,Yes
EMP-1132,37,Sales,Junior,Business,3.2,3107.22,No,4,2,17,1,2,No
EMP-1133,21,Engineering,Mid,Business,0.0,4943.83,No,2,3,5,0,1,No
EMP-1134,36,Engineering,Senior,Business,0.3,7294.86,No,4,2,7,0,4,No
EMP-1135,36,Customer Support,Junior,Technical,5.2,3016.69,Yes,4,2,4,2,0,No
EMP-1136,37,Customer Support,Senior,Business,0.1,7118.26,Yes,1,4,1,0,0,No
EMP-1137,24,Finance,Junior,Marketing,0.8,3498.82,No,4,4,1,0,4,No
EMP-1138,29,Marketing,Junior,Technical,0.9,3827.87,No,4,2,13,0,2,No
EMP-1139,26,Finance,Junior,Other,1.8,3361.68,Yes,2,3,1,1,1,No
EMP-1140,35,Customer Support,Junior,Marketing,1.0,2769.45,No,3,3,33,0,4,Yes
EMP-1141,25,Marketing,Mid,Other,1.9,4335.26,No,3,4,33,0,1,No
EMP-1142,42,Sales,Senior,Technical,5.3,7238.34,No,4,4,10,0,0,No
EMP-1143,38,HR,Mid,Technical,1.4,5231.15,No,3,2,1,1,1,No
EMP-1144,34,Finance,Senior,Technical,3.1,7179.75,No,2,3,16,3,1,No
EMP-1145,39,Sales,Junior,Marketing,3.4,2773.17,Yes,4,3,1,0,1,No
EMP-1146,25,HR,Junior,Business,1.3,3147.49,No,4,3,19,1,1,No
EMP-1147,39,Finance,Mid,Other,1.1,4757.62,No,3,4,1,0,5,No
EMP-1148,43,Customer Support,Junior,Business,2.6,2863.9,No,4,4,3,2,2,No
EMP-1149,34,Finance,Mid,Technical,0.0,5087.5,No,4,4,7,0,2,No
EMP-1150,37,Finance,Junior,Marketing,0.1,2828.19,No,2,3,4,0,0,No
EMP-1151,33,Finance,Junior,Marketing,3.0,3626.88,Yes,4,3,2,3,1,No
EMP-1152,31,Customer Support,Senior,Other,1.8,7786.19,Yes,3,2,5,1,3,No
EMP-1153,39,HR,Senior,Technical,4.3,8108.01,No,3,4,2,0,0,No
EMP-1154,36,Engineering,Mid,Marketing,3.3,5227.76,No,3,3,10,0,2,No
EMP-1155,37,Marketing,Senior,Technical,0.6,6499.37,No,2,3,11,0,1,No
EMP-1156,40,Engineering,Senior,Marketing,0.7,7029.37,No,4,2,6,0,4,No
EMP-1157,38,HR,Mid,Business,5.3,4247.04,No,4,4,3,5,2,No
EMP-1158,39,Sales,Senior,Marketing,3.5,8244.19,No,1,3,3,2,0,Yes
EMP-1159,47,Finance,Senior,Technical,0.2,6757.23,No,2,3,25,0,4,No
EMP-1160,42,Sales,Mid,Technical,1.9,5327.27,No,4,1,21,0,1,No
EMP-1161,27,Marketing,Mid,Business,4.7,4156.89,No,2,4,18,1,3,No
EMP-1162,27,Engineering,Senior,Marketing,2.7,6477.97,Yes,3,4,3,0,1,No
EMP-1163,35,Finance,Mid,Business,5.4,4614.07,No,3,3,9,3,3,No
EMP-1164,46,Sales,Mid,Marketing,1.6,4277.43,No,4,4,1,1,0,No
EMP-1165,35,Customer Support,Senior,Other,0.7,7295.87,No,4,3,18,0,5,No
EMP-1166,32,Finance,Junior,Other,3.3,2823.41,Yes,3,3,15,0,2,No
EMP-1167,40,Customer Support,Lead,Other,0.6,10986.14,Yes,3,2,4,0,2,No
EMP-1168,22,Engineering,Mid,Other,1.0,5672.41,Yes,4,3,5,0,0,Yes
EMP-1169,38,Sales,Mid,Business,2.5,5556.86,Yes,2,3,13,0,2,No
EMP-1170,32,Engineering,Senior,Business,3.2,7754.85,No,4,4,1,1,2,No
EMP-1171,42,Engineering,Junior,Marketing,0.3,2917.68,No,3,3,2,0,2,No
EMP-1172,35,Sales,Senior,Other,4.7,8419.38,No,3,1,1,0,3,No
EMP-1173,30,Customer Support,Senior,Business,5.1,7665.62,No,3,3,1,1,3,No
EMP-1174,21,Sales,Mid,Other,0.0,4239.15,Yes,3,4,1,0,2,No
EMP-1175,28,Finance,Junior,Marketing,1.8,3145.42,No,3,2,3,1,5,No
EMP-1176,38,Engineering,Junior,Technical,1.2,3405.63,No,1,1,6,1,3,No
EMP-1177,43,Sales,Senior,Other,4.4,8214.32,No,4,4,9,0,3,No
EMP-1178,37,Engineering,Junior,Technical,0.5,2903.85,Yes,4,4,4,0,1,Yes
EMP-1179,47,Finance,Lead,Other,3.8,10364.61,No,3,3,1,2,1,No
EMP-1180,30,Customer Support,Junior,Technical,0.2,3215.71,Yes,4,1,16,0,1,Yes
EMP-1181,35,Sales,Junior,Marketing,1.6,3213.23,Yes,4,3,21,0,2,No
EMP-1182,30,HR,Mid,Other,0.9,4213.79,No,4,2,8,0,3,No
EMP-1183,27,Sales,Senior,Marketing,2.5,6178.9,Yes,3,3,9,0,2,No
EMP-1184,41,Customer Support,Junior,Marketing,2.1,3605.34,Yes,4,3,1,0,2,Yes
EMP-1185,38,Engineering,Lead,Marketing,8.9,8311.94,No,2,3,12,1,1,No
EMP-1186,46,Engineering,Senior,Other,0.2,7254.34,No,1,4,6,0,3,No
EMP-1187,43,Marketing,Senior,Business,2.2,7521.87,No,3,3,1,2,2,No
EMP-1188,21,Marketing,Mid,Marketing,0.0,5496.45,No,2,3,14,0,1,No
EMP-1189,21,HR,Junior,Business,0.0,3160.24,No,3,3,11,0,4,No
EMP-1190,27,Customer Support,Mid,Technical,6.0,4392.63,No,3,2,8,0,1,Yes
EMP-1191,32,HR,Senior,Business,0.8,6496.41,No,4,3,10,0,3,No
EMP-1192,49,Marketing,Mid,Business,0.4,5506.39,Yes,2,3,3,0,2,Yes
EMP-1193,34,Marketing,Senior,Technical,0.9,7775.55,No,2,3,17,0,2,No
EMP-1194,31,Sales,Senior,Business,2.6,6594.23,No,3,1,9,0,3,Yes
EMP-1195,27,Marketing,Junior,Marketing,1.1,3596.96,No,1,4,9,1,2,No
EMP-1196,36,Customer Support,Junior,Business,8.4,3640.91,No,4,4,2,0,3,No
EMP-1197,35,Engineering,Lead,Business,2.6,10682.11,No,3,4,11,2,0,No
EMP-1198,29,Finance,Mid,Other,3.1,4450.87,No,3,3,7,1,2,Yes
EMP-1199,40,Customer Support,Lead,Marketing,4.9,11084.09,No,1,2,8,4,0,Yes
EMP-1200,42,HR,Junior,Technical,4.7,3699.48,Yes,3,2,1,1,1,No
